ID
1,61,61,124,124
2,80,80,79,79
3,95,95,57,57
4,91,91,101,101
5,74,74,136,136
6,110,110,145,145
7,82,82
8,130,130,122,122,142,142
9,129,129,135,135
10,132,132,128,128
11,93,93,59,59
12,143,143,94,94
13,64,64,138,138
14,114,114,120,120
15,69,69,83,83
16,96,96,109,109
17,105,105,78,78
18,131,131,75,75
19,73,73,102,102
20,141,141,58,58
21,84,84,99,99
22,97,97,66,66
23,104,104,112,112
24,106,106,146,146
25,90,90,113,113
26,70,70,133,133
27,111,111,134,134
28,67,67,137,137
29,76,76,72,72
30,103,103
31,63,63
32,89,89
33,65,65
34,77,77,126,126
35,62,62,115,115
36,86,86,60,60
37,118,118,121,121
38,88,88,87,87
39,107,107,81,81
40,98,98,140,140
41,117,117,71,71
42,55,55
43,100,100
44,123,123
45,54,54,139,139
46,68,68,127,127
47,125,125,85,85
48,144,144,108,108
49,56,56
50,53,53
51,92,92,119,119
52,116,116
