ID
1,690,690,1329,1329
2,1391,1391
3,678,678,1450,1450
4,986,986,996,996
5,1460,1460,1493,1493
6,1160,1160,611,611
7,913,913,1399,1399
8,1242,1242
9,1064,1064
10,783,783,1495,1495
11,726,726,1367,1367,716,716
12,1119,1119,1335,1335
13,1061,1061
14,1415,1415,1245,1245
15,1282,1282,753,753
16,787,787,1036,1036,1231,1231
17,944,944,1055,1055
18,1543,1543,828,828
19,1254,1254
20,595,595,932,932,1190,1190
21,1290,1290
22,748,748,1452,1452
23,1162,1162,1117,1117
24,851,851,1057,1057
25,1041,1041,1299,1299
26,1082,1082,1330,1330
27,762,762,1395,1395
28,841,841,681,681
29,1070,1070,1505,1505
30,603,603,1228,1228
31,727,727,1470,1470
32,1011,1011,895,895
33,966,966,1534,1534
34,1103,1103,940,940
35,770,770,831,831
36,1322,1322,1091,1091
37,790,790,1408,1408
38,999,999,951,951
39,816,816,1104,1104
40,1379,1379,614,614
41,876,876,842,842
42,919,919,1515,1515
43,1445,1445,591,591
44,1111,1111,1188,1188
45,657,657,949,949
46,1015,1015,801,801
47,1125,1125
48,1051,1051,840,840
49,904,904
50,1063,1063
51,1025,1025,1331,1331
52,1223,1223,1547,1547
53,863,863,1074,1074
54,1087,1087,977,977
55,656,656,1249,1249
56,892,892,768,768
57,730,730,821,821
58,965,965,824,824
59,929,929,1535,1535
60,1129,1129,1413,1413
61,959,959,1210,1210
62,974,974,1164,1164
63,1153,1153,1318,1318
64,652,652,1554,1554
65,1067,1067
66,1202,1202
67,1120,1120
68,782,782,1523,1523
69,1462,1462,1499,1499
70,992,992,668,668
71,599,599,1238,1238
72,1284,1284,1386,1386
73,1088,1088,1305,1305
74,588,588,1448,1448,810,810
75,968,968,1184,1184
76,675,675,948,948
77,655,655,1516,1516
78,638,638,860,860
79,1424,1424
80,1146,1146,1332,1332
81,1033,1033,964,964
82,1234,1234,921,921
83,1218,1218,704,704
84,1090,1090,906,906
85,765,765,1509,1509
86,677,677,695,695
87,859,859,877,877
88,847,847
89,1321,1321,1283,1283
90,1083,1083
91,958,958,912,912
92,700,700,1553,1553
93,1380,1380,1213,1213
94,1427,1427,1425,1425
95,1052,1052,751,751
96,597,597,1286,1286
97,653,653,1150,1150
98,1085,1085,1406,1406
99,699,699,1542,1542
100,612,612,812,812
101,686,686,1469,1469
102,1124,1124,604,604
103,692,692,1351,1351
104,825,825,1385,1385
105,600,600,1449,1449
106,844,844,1021,1021
107,736,736
108,1132,1132
109,822,822,1107,1107
110,1004,1004,683,683
111,1032,1032,685,685
112,1498,1498,772,772
113,834,834,1186,1186
114,1278,1278
115,722,722
116,1244,1244,1240,1240
117,694,694,1300,1300,644,644
118,963,963
119,1430,1430,779,779
120,651,651,1530,1530
121,680,680,663,663
122,1478,1478,797,797
123,645,645,1220,1220
124,1016,1016
125,969,969
126,990,990,926,926
127,916,916
128,1134,1134,1337,1337
129,750,750,786,786
130,1097,1097
131,978,978
132,1277,1277
133,838,838,1352,1352
134,1173,1173
135,1027,1027
136,915,915,1035,1035
137,625,625,1387,1387
138,1488,1488
139,1181,1181,843,843
140,622,622,897,897
141,1172,1172,607,607
142,714,714,1285,1285
143,870,870,1475,1475
144,756,756,794,794
145,1428,1428,1381,1381
146,1193,1193,1183,1183
147,737,737,1226,1226
148,636,636,628,628
149,775,775
150,885,885,1513,1513
151,1378,1378
152,829,829,627,627
153,1028,1028,1211,1211
154,800,800,954,954
155,1167,1167,1001,1001
156,902,902,1373,1373
157,889,889,989,989
158,693,693,1002,1002,1432,1432
159,1029,1029,650,650
160,1232,1232,1114,1114
161,817,817,1179,1179
162,709,709,684,684
163,1377,1377,1382,1382
164,830,830
165,1410,1410,1076,1076
166,1075,1075
167,721,721,1514,1514
168,706,706,1328,1328
169,1054,1054,1447,1447
170,743,743,1276,1276
171,1098,1098,745,745,688,688
172,596,596,1497,1497
173,1401,1401,711,711
174,1361,1361,1357,1357
175,1204,1204,624,624
176,1255,1255,960,960
177,1166,1166,791,791
178,701,701
179,1345,1345,1323,1323
180,980,980,1005,1005
181,809,809,1309,1309
182,918,918
183,682,682,1346,1346
184,1182,1182,1316,1316,1388,1388
185,728,728
186,593,593,1492,1492
187,1392,1392,1362,1362
188,646,646,1311,1311
189,893,893,1444,1444
190,856,856
191,1138,1138
192,1038,1038,988,988
193,1118,1118
194,735,735,1350,1350
195,1154,1154,815,815
196,837,837,872,872
197,898,898,1417,1417
198,1060,1060
199,1071,1071,1467,1467
200,738,738,962,962
201,1400,1400
202,749,749,1128,1128
203,643,643,1185,1185
204,589,589,1433,1433
205,613,613,1404,1404
206,590,590
207,1420,1420
208,1551,1551,887,887
209,882,882,1198,1198
210,1441,1441,616,616
211,1003,1003,674,674
212,1269,1269
213,1396,1396
214,852,852,1397,1397
215,649,649,1431,1431
216,820,820,802,802
217,1144,1144,914,914
218,747,747
219,740,740,1529,1529
220,1192,1192,602,602
221,1012,1012,1209,1209
222,780,780,1411,1411
223,1009,1009
224,1524,1524
225,1479,1479
226,1549,1549,1359,1359
227,849,849
228,664,664
229,781,781
230,1248,1248
231,666,666,883,883,953,953
232,854,854,1407,1407
233,1168,1168,1526,1526
234,630,630,1344,1344
235,1136,1136
236,1423,1423
237,1096,1096,1384,1384
238,901,901,1412,1412
239,888,888,925,925
240,661,661
241,1486,1486,1123,1123
242,1215,1215
243,632,632
244,676,676,1020,1020
245,1545,1545,1347,1347
246,1034,1034,1533,1533
247,1069,1069
248,811,811
249,869,869,1142,1142
250,1463,1463,1471,1471
251,930,930
252,592,592,1068,1068,608,608
253,858,858,1007,1007,1296,1296
254,766,766
255,687,687,1235,1235
256,1455,1455,639,639
257,1227,1227,1222,1222
258,955,955
259,1267,1267,1265,1265
260,917,917,1419,1419
261,760,760,935,935
262,1099,1099,981,981,1307,1307
263,1421,1421,998,998
264,1044,1044,1115,1115
265,725,725,982,982
266,769,769
267,719,719,1236,1236
268,890,890
269,1528,1528
270,610,610,1259,1259
271,1239,1239,606,606
272,1022,1022
273,717,717,1274,1274
274,640,640,1066,1066,796,796
275,793,793,1203,1203
276,757,757,1364,1364
277,950,950
278,979,979,1326,1326
279,1200,1200
280,741,741
281,1056,1056
282,909,909,1517,1517
283,598,598,1437,1437
284,619,619,1336,1336
285,927,927,952,952
286,1472,1472,1409,1409
287,839,839,1539,1539
288,896,896,1241,1241
289,1221,1221,1187,1187
290,853,853,1487,1487
291,900,900,1394,1394
292,792,792
293,1194,1194,1208,1208
294,1429,1429,861,861
295,647,647
296,1014,1014,1466,1466
297,798,798,658,658
298,601,601,1073,1073
299,1457,1457
300,975,975
301,1552,1552
302,939,939
303,1519,1519,633,633
304,1480,1480,1491,1491
305,884,884
306,697,697,1108,1108
307,1197,1197,1205,1205
308,1077,1077,1474,1474
309,1271,1271
310,833,833
311,626,626,637,637
312,920,920
313,620,620,813,813
314,669,669
315,1298,1298,886,886,671,671
316,617,617
317,941,941
318,1306,1306
319,774,774,1102,1102
320,778,778,1490,1490
321,712,712
322,1520,1520
323,1418,1418,1550,1550
324,1139,1139,1225,1225
325,776,776,1403,1403
326,1084,1084,1043,1043
327,804,804,1443,1443
328,827,827,1482,1482
329,1050,1050,1233,1233
330,1131,1131,733,733
331,705,705
332,1324,1324,1095,1095
333,1058,1058,1389,1389
334,713,713,1494,1494
335,938,938,1289,1289
336,1135,1135,1275,1275
337,1079,1079
338,1338,1338,832,832
339,715,715,1295,1295
340,1133,1133,1366,1366
341,1253,1253,698,698
342,857,857,923,923
343,1340,1340,1280,1280
344,1308,1308,1062,1062
345,1468,1468,1502,1502
346,971,971,1489,1489
347,1158,1158
348,1442,1442,759,759
349,846,846,1522,1522
350,1501,1501,908,908
351,667,667,1161,1161
352,746,746
353,845,845,615,615
354,933,933
355,1106,1106,903,903
356,672,672,696,696
357,1086,1086,1440,1440
358,1435,1435,605,605
359,823,823,1310,1310
360,878,878
361,910,910
362,1176,1176
363,1353,1353,957,957
364,702,702
365,1510,1510
366,752,752
367,826,826,880,880
368,1438,1438
369,1023,1023,1217,1217
370,1531,1531,871,871
371,1370,1370,1368,1368
372,1094,1094,1451,1451
373,707,707
374,1037,1037
375,855,855
376,1151,1151
377,662,662
378,1279,1279
379,1140,1140,1312,1312
380,984,984,720,720
381,1327,1327,785,785
382,665,665,724,724
383,1169,1169
384,1081,1081,807,807
385,967,967
386,866,866,1191,1191
387,788,788,1360,1360
388,1048,1048
389,1175,1175
390,631,631
391,1026,1026,942,942
392,1464,1464,1512,1512
393,670,670
394,1113,1113
395,1042,1042
396,1473,1473
397,1293,1293
398,1371,1371,1349,1349
399,862,862
400,660,660
401,891,891
402,1006,1006
