ID
1,1271,1271,1518,1518
2,2614,2614,1162,1162
3,1163,1163,1643,1643
4,2141,2141,2171,2171
5,1715,1715,1700,1700
6,1559,1559,1574,1574
7,1242,1242,1938,1938
8,1367,1367,2677,2677
9,1328,1328,1341,1341
10,1070,1070,1360,1360
11,1400,1400,2346,2346
12,1372,1372,2506,2506
13,1950,1950,1334,1334
14,2245,2245,1401,1401
15,1153,1153,2697,2697
16,1781,1781,2319,2319
17,1132,1132,2746,2746
18,1780,1780,2585,2585
19,1448,1448,2551,2551
20,2120,2120,1268,1268
21,1161,1161
22,1568,1568,2435,2435
23,2579,2579,1868,1868
24,2036,2036,1591,1591
25,1490,1490,2693,2693
26,2361,2361,1525,1525
27,1675,1675,1692,1692
28,1759,1759,2300,2300
29,2091,2091,2485,2485
30,1280,1280,1218,1218
31,1147,1147,1497,1497
32,1079,1079,2556,2556
33,1387,1387,2390,2390
34,1992,1992
35,2578,2578,1523,1523
36,2414,2414,2424,2424
37,2197,2197,1575,1575
38,1682,1682
39,2196,2196,1741,1741
40,1524,1524,1095,1095
41,1409,1409,1595,1595
42,1457,1457,2687,2687
43,2013,2013
44,1611,1611,1904,1904
45,1117,1117,2241,2241
46,1926,1926,1535,1535
47,1134,1134,2201,2201
48,1419,1419,2616,2616
49,1601,1601,1511,1511
50,2083,2083,2254,2254
51,1298,1298
52,1980,1980,2308,2308
53,2055,2055,1975,1975
54,2685,2685,2039,2039
55,2269,2269,1204,1204
56,1442,1442,2207,2207
57,1764,1764,2268,2268
58,1784,1784
59,2052,2052,1509,1509
60,2273,2273,2629,2629
61,1321,1321,2641,2641
62,2200,2200,2153,2153
63,2368,2368,1886,1886
64,1266,1266,1885,1885
65,2018,2018,2247,2247
66,1725,1725,2560,2560
67,1283,1283,1793,1793
68,2333,2333
69,2124,2124,2210,2210
70,1150,1150,2589,2589
71,1653,1653,1867,1867
72,2203,2203
73,2434,2434,1174,1174
74,2332,2332,2344,2344
75,1184,1184,1934,1934
76,1967,1967,2045,2045
77,1731,1731,2634,2634
78,1023,1023,2651,2651
79,2272,2272,1118,1118
80,1329,1329,2342,2342
81,2182,2182,2534,2534
82,2143,2143,1791,1791
83,2119,2119,1671,1671
84,2558,2558,2229,2229
85,1651,1651,1086,1086
86,2566,2566,2501,2501
87,1052,1052,1964,1964
88,1606,1606,2156,2156
89,1351,1351,2447,2447
90,1865,1865,2267,2267
91,2221,2221,2007,2007
92,2066,2066
93,1666,1666,1631,1631
94,1104,1104,1722,1722
95,1205,1205,2611,2611
96,1477,1477,1850,1850
97,1622,1622,1817,1817
98,2279,2279,2645,2645
99,1224,1224,1314,1314
100,1844,1844,2627,2627
101,1249,1249,2426,2426
102,2094,2094,1687,1687
103,1291,1291,1984,1984
104,1258,1258,2010,2010
105,1610,1610,1350,1350
106,1648,1648,2307,2307
107,1293,1293,2696,2696
108,2331,2331,1837,1837
109,2179,2179,2280,2280
110,1952,1952,1811,1811
111,1074,1074,1986,1986
112,2226,2226,1513,1513
113,1774,1774,2430,2430
114,2185,2185
115,1751,1751,1500,1500
116,1491,1491,2257,2257
117,2481,2481,2516,2516
118,2615,2615,2271,2271
119,1588,1588,1599,1599
120,1639,1639,1515,1515
121,1185,1185,2415,2415
122,1190,1190,2474,2474
123,1582,1582
124,1775,1775,2285,2285
125,2407,2407,1742,1742
126,1880,1880
127,1581,1581,2688,2688
128,1146,1146,1155,1155
129,1043,1043,1371,1371
130,1905,1905
131,1265,1265,2702,2702
132,1444,1444
133,1472,1472,1050,1050
134,1878,1878
135,2262,2262,2594,2594
136,2063,2063,1738,1738
137,2118,2118,2022,2022
138,2139,2139,1847,1847
139,1949,1949,1226,1226
140,2016,2016,2177,2177
141,1702,1702,1482,1482
142,1417,1417,2619,2619
143,1696,1696,2256,2256
144,2208,2208,1352,1352
145,1881,1881,2665,2665
146,1236,1236,1479,1479
147,2606,2606,1577,1577
148,1408,1408,2467,2467
149,1822,1822,1545,1545
150,1963,1963,2597,2597
151,1441,1441,1100,1100
152,1208,1208,1137,1137
153,1883,1883,2385,2385
154,1690,1690,1945,1945
155,2654,2654,2667,2667
156,2081,2081,2620,2620
157,2303,2303,1067,1067
158,2006,2006
159,1749,1749,1234,1234
160,2046,2046,2259,2259
161,2577,2577,1619,1619
162,1233,1233,1210,1210
163,2073,2073,2357,2357
164,1607,1607,1672,1672
165,2497,2497,1594,1594
166,1570,1570,1701,1701
167,1489,1489,2109,2109
168,1727,1727,1540,1540
169,1034,1034,1935,1935
170,1257,1257,1465,1465
171,1103,1103,2699,2699
172,1912,1912,1704,1704
173,1488,1488,2569,2569
174,1758,1758,2352,2352
175,1278,1278,1061,1061
176,2195,2195,1062,1062
177,1149,1149,1863,1863
178,1809,1809
179,2144,2144,2025,2025
180,1828,1828,2034,2034
181,1459,1459,2398,2398
182,1556,1556,1246,1246
183,1124,1124,2522,2522
184,1213,1213,2519,2519
185,1678,1678,1590,1590
186,1720,1720,1229,1229
187,2060,2060,2388,2388
188,2324,2324,1054,1054
189,1810,1810,2093,2093
190,2321,2321,1517,1517
191,1695,1695,1286,1286
192,2099,2099,1551,1551
193,1730,1730,2729,2729
194,1747,1747,1933,1933
195,1385,1385,1506,1506
196,2225,2225,1420,1420
197,1873,1873
198,2294,2294
199,2639,2639,1463,1463
200,1768,1768,2646,2646
201,1496,1496
202,2136,2136,2572,2572
203,1345,1345,1708,1708
204,1958,1958
205,1908,1908,2428,2428
206,1381,1381,2488,2488
207,1550,1550,1478,1478
208,1729,1729,2005,2005
209,2436,2436,1733,1733
210,1956,1956,1251,1251
211,2115,2115,1913,1913
212,1306,1306,2391,2391
213,1105,1105,1363,1363
214,1382,1382,1022,1022
215,2343,2343,2734,2734
216,1285,1285,2392,2392
217,2028,2028,1562,1562
218,1870,1870,2349,2349
219,1445,1445
220,1289,1289,1379,1379
221,2733,2733,1894,1894
222,1762,1762,2175,2175
223,1726,1726,2618,2618
224,1380,1380,1536,1536
225,1821,1821
226,2510,2510,2525,2525
227,2657,2657,1736,1736
228,1684,1684,1171,1171
229,1995,1995,1129,1129
230,1354,1354,1991,1991
231,1613,1613,1282,1282
232,2505,2505,2122,2122
233,1667,1667,1621,1621
234,2630,2630,2041,2041
235,1323,1323,2186,2186
236,2304,2304
237,1287,1287,2198,2198
238,1528,1528,2464,2464
239,2107,2107
240,1892,1892,1832,1832
241,1827,1827,2452,2452
242,2266,2266,1389,1389
243,1862,1862,1818,1818
244,1605,1605,1794,1794
245,1927,1927,1987,1987
246,2290,2290
247,1549,1549,1407,1407
248,1988,1988,2243,2243
249,2062,2062,1579,1579
250,1797,1797
251,1942,1942,2412,2412
252,1888,1888,2602,2602
253,2054,2054
254,2455,2455,1186,1186
255,1835,1835,1085,1085
256,1119,1119,1331,1331
257,1212,1212,2233,2233
258,1059,1059,1476,1476
259,1136,1136,2152,2152
260,1151,1151,2020,2020
261,1638,1638,2681,2681
262,1537,1537,2441,2441
263,2291,2291
264,1604,1604,2482,2482
265,2716,2716,2739,2739
266,2295,2295
267,1616,1616
268,1971,1971,1313,1313
269,1674,1674,2032,2032
270,1355,1355,1635,1635
271,1979,1979,2169,2169
272,2168,2168,2313,2313
273,2086,2086,2318,2318
274,1148,1148
275,1798,1798,2132,2132
276,1029,1029,2547,2547
277,2532,2532,2027,2027
278,1531,1531,2521,2521
279,1918,1918
280,2288,2288,2058,2058
281,1929,1929,1189,1189
282,2282,2282
283,1890,1890,2379,2379
284,2636,2636,2353,2353
285,1744,1744,2431,2431
286,1179,1179,2663,2663
287,2087,2087
288,1312,1312
289,2261,2261,1178,1178
290,1543,1543,2709,2709
291,1308,1308,2376,2376
292,2155,2155,2126,2126
293,1761,1761,2530,2530
294,1240,1240,2381,2381
295,1055,1055
296,1970,1970,1789,1789
297,1207,1207,1248,1248
298,2014,2014,1617,1617
299,1160,1160,1025,1025
300,2106,2106,1615,1615
301,1361,1361,2673,2673
302,1194,1194,1110,1110
303,1434,1434
304,2260,2260,2701,2701
305,2164,2164,1876,1876
306,1245,1245
307,2100,2100,2050,2050
308,1200,1200
309,2127,2127,1632,1632
310,1088,1088
311,1427,1427,1826,1826
312,2131,2131,1398,1398
313,1333,1333,2621,2621
314,1571,1571,2470,2470
315,1411,1411,2337,2337
316,1203,1203,1237,1237
317,1435,1435
318,2149,2149,1455,1455
319,1740,1740
320,2725,2725,1390,1390
321,2293,2293
322,1219,1219,1823,1823
323,1383,1383,1866,1866
324,1097,1097,2165,2165
325,1324,1324,2418,2418
326,1922,1922,2061,2061
327,2176,2176,2374,2374
328,1842,1842,1709,1709
329,2462,2462,2484,2484
330,2162,2162,2626,2626
331,1475,1475,2413,2413
332,2371,2371,2421,2421
333,2015,2015,2536,2536
334,1101,1101,2674,2674
335,1773,1773
336,2148,2148
337,1436,1436,2492,2492
338,1122,1122,1843,1843
339,1090,1090
340,1065,1065,2567,2567
341,1227,1227,2624,2624
342,1962,1962,1197,1197
343,1098,1098,1526,1526
344,2189,2189,2703,2703
345,2563,2563,2588,2588
